"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Freq"
"139","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","1","Yes","Never true","Never true","Yes","Yes","At Risk","Yes","Not Asked","Less than Weekly","Yes","No",1
"140","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","Yes","Not Asked","Less than Weekly","Yes","No",1
"141","young adult-2","Male","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Sometimes true","Never true","Yes","No","At Risk","Yes","Not Asked","Less than Weekly","Yes","No",1
"142","middle age","Male","Hispanic","College Graduate or above","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","Yes","No","At Risk","Yes","Not Asked","Less than Weekly","Yes","No",1
"143","older adult","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","10 to 12","Yes","Never true","Never true","No","No","At Risk","Yes","Not Asked","Less than Weekly","Yes","No",1
"144","older adult","Male","Non-Hispanic Black","Less than High School","Never Married","Poverty Index <= 1.3","Covered","13 or more","Yes","Often True","Often True","Yes","Yes","At Risk","No","Not Asked","Less than Weekly","Yes","No",1
"145","middle age","Male","Hispanic","Less than High School","Never Married","Poverty Index <= 1.3","Covered","4 to 9","No","Sometimes true","Never true","Yes","Yes","At Risk","No","Not Asked","Less than Weekly","Yes","No",1
"146","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Sometimes true","Sometimes true","No","Yes","At Risk","No","Not Asked","Less than Weekly","Yes","No",1
"147","middle age","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","Yes","No",1
"148","older adult","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","Yes","No",1
"149","middle age","Male","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Not Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","Yes","No",1
"150","older adult","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","Yes","No",1
"151","middle age","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","4 to 9","Yes","Sometimes true","Sometimes true","Yes","No","At Risk","Yes","Past drinker","Less than Weekly","Yes","No",1
"152","older adult","Female","Non-Hispanic Black","High School/GED","Previously Married","Poverty Index > 1.85","Covered","4 to 9","Yes","Never true","Never true","No","Yes","At Risk","No","Past drinker","Less than Weekly","Yes","No",1
"153","older adult","Male","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","Yes","Current Drinker","Weekly","Yes","No",1
"154","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","Yes","No","At Risk","Yes","Current Drinker","Weekly","Yes","No",1
"155","older adult","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Weekly","Yes","No",1
"156","older adult","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Weekly","Yes","No",1
"157","older adult","Male","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Weekly","Yes","No",1
"158","older adult","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","Weekly","Yes","No",1
"159","middle age","Female","Non-Hispanic White","Some college","Married","Poverty Index in (1.30, 1.85)","Not Covered","1","No","Never true","Never true","Yes","No","At Risk","No","Current Drinker","Weekly","Yes","No",1
"160","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Current Drinker","Weekly","Yes","No",1
"161","middle age","Male","Hispanic","College Graduate or above","Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Current Drinker","Weekly","Yes","No",1
"162","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Current Drinker","Weekly","Yes","No",1
"163","middle age","Female","Non-Hispanic Black","High School/GED","Previously Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","Yes","Often True","Often True","Yes","Yes","At Risk","No","Never","Weekly","Yes","No",1
"164","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Never","Weekly","Yes","No",1
"165","older adult","Male","Hispanic","Less than High School","Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Never","Weekly","Yes","No",1
"166","older adult","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","Yes","No",1
"167","older adult","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","Yes","No",1
"168","young adult-2","Male","Hispanic","Less than High School","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","Yes","No","At Risk","No","Not Asked","Weekly","Yes","No",1
"169","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","Yes","No",1
"170","older adult","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","Yes","No",1
"171","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","Not at Risk","Yes","Past drinker","Weekly","Yes","No",1
"172","older adult","Female","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Sometimes true","Sometimes true","No","Yes","At Risk","Yes","Past drinker","Weekly","Yes","No",1
"173","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","Yes","No",1
"174","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","Yes","No",1
"175","older adult","Female","Non-Hispanic Black","College Graduate or above","Previously Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","Yes","No",1
"176","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index in (1.30, 1.85)","Covered","1","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","Yes","No",1
"177","middle age","Male","Non-Hispanic Black","Some college","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Sometimes true","Sometimes true","Yes","Yes","At Risk","Yes","Current Drinker","More than Weekly","Yes","No",1
"178","middle age","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","10 to 12","Yes","Often True","Often True","Yes","Yes","At Risk","No","Current Drinker","More than Weekly","Yes","No",1
"179","middle age","Male","Other","Less than High School","Married","Poverty Index > 1.85","Covered","2 to 3","Yes","Sometimes true","Never true","Yes","Yes","At Risk","No","Current Drinker","More than Weekly","Yes","No",1
"180","middle age","Female","Hispanic","Some college","Married","Poverty Index <= 1.3","Not Covered","2 to 3","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Current Drinker","More than Weekly","Yes","No",1
"181","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Never","More than Weekly","Yes","No",1
"182","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Sometimes true","Sometimes true","Yes","No","At Risk","Yes","Not Asked","More than Weekly","Yes","No",1
"183","older adult","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","None","Yes","Never true","Often True","No","No","At Risk","No","Not Asked","More than Weekly","Yes","No",1
"184","older adult","Female","Hispanic","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","More than Weekly","Yes","No",1
"185","middle age","Female","Hispanic","Less than High School","Never Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","Yes","Never true","Sometimes true","Yes","Yes","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"186","middle age","Male","Non-Hispanic White","Less than High School","Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","Yes","Yes","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"187","young adult-2","Male","Non-Hispanic White","Some college","Married","Poverty Index <= 1.3","Not Covered","10 to 12","No","Never true","Never true","No","Yes","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"188","middle age","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","No","Yes","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"189","middle age","Male","Non-Hispanic White","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","13 or more","Yes","Often True","Sometimes true","Yes","No","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"190","middle age","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","4 to 9","Yes","Sometimes true","Sometimes true","Yes","No","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"191","young adult-2","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","10 to 12","Yes","Never true","Never true","Yes","No","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"192","young adult-2","Female","Non-Hispanic White","Some college","Married","Poverty Index <= 1.3","Not Covered","None","Yes","Often True","Often True","No","No","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"193","middle age","Male","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","2 to 3","Yes","Sometimes true","Sometimes true","No","No","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"194","middle age","Female","Hispanic","Less than High School","Never Married","Poverty Index <= 1.3","Not Covered","1","No","Sometimes true","Sometimes true","No","No","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
"195","young adult-2","Female","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Not Covered","1","No","Sometimes true","Sometimes true","No","No","Not at Risk","Yes","Current Drinker","Less than Weekly","No","No",1
